#Coord Suppliers
# 	1	231.2745		231.9495	
# 	2	391.6924		  2.4141	
# 	3	139.3812		287.2811	
# 	4	230.9025		 95.4853	
# 	5	242.6400		 66.3765	
# 	6	362.9166		102.6764	
# 	7	242.5000		  1.7621	
# 	8	302.9186		 63.0073	
# 	9	419.6509		112.2734	
# 	10	338.5885		228.9417	
# 	11	391.7247		 33.0334	
# 	12	135.0414		142.4717	
# 	13	302.8215		 77.2777	
# 	14	315.5181		197.1000	
# 	15	 81.9035		 96.6189	
# 	16	399.3918		 25.0048	
# 	17	335.9539		 18.7050	
# 	18	329.1665		222.7534	
# 	19	183.5621		297.4149	
# 	20	203.4618		 56.9636	
# 	21	158.2319		214.4435	
# 	22	160.8459		 15.4856	
# 	23	142.1636		299.6414	
# 	24	129.5572		138.5388	
# 	25	330.8707		283.1037	
#Coord Manufacturers
# 	1	 78.9312		 63.7264	
# 	2	 59.6149		 62.6044	
# 	3	448.0596		 73.9938	
#Coord Warehouse
# 	1	 49.5239		150.6961	
# 	2	205.2548		220.3471	
# 	3	279.4246		186.3211	
# 	4	 67.5777		161.4824	
# 	5	 54.1563		 45.9077	
# 	6	202.5804		128.7217	
# 	7	330.1479		 22.0715	
# 	8	125.4536		 49.5881	
# 	9	228.6396		173.7753	
# 	10	287.3736		 64.2077	
# 	11	187.9099		140.0443	
# 	12	 37.3811		171.0819	
# 	13	102.8329		 10.7189	
# 	14	434.0382		 22.3980	
# 	15	328.7161		150.7890	
# 	16	 41.6749		157.1848	
# 	17	195.3981		164.4049	
# 	18	420.7531		298.5151	
# 	19	298.0431		106.2391	
# 	20	197.6207		232.6548	
#Coord Hybrids
# 	1	282.9108		 29.3973	
# 	2	293.2137		290.5848	
# 	3	106.6284		117.8171	
# 	4	 37.1993		247.0652	
# 	5	130.2733		 49.1994	
# 	6	 73.4108		 83.3891	
# 	7	  3.1781		224.6267	
# 	8	384.2167		277.7108	
# 	9	135.9652		142.2391	
# 	10	333.1420		195.1912	
# 	11	120.4280		116.7814	
# 	12	407.3584		219.2527	
# 	13	 34.3108		 61.8835	
# 	14	399.7433		123.8115	
# 	15	 92.0299		104.0794	
#Coord Retailers
# 	1	185.4895		226.5854	
# 	2	 59.8878		256.4464	
# 	3	170.9137		143.0634	
# 	4	 58.5692		 81.6592	
# 	5	425.6271		142.3067	
# 	6	 68.5920		165.6441	
# 	7	279.3011		254.7080	
# 	8	192.8560		287.4261	
# 	9	 88.0607		154.9768	
# 	10	180.7174		 83.6449	
# 	11	271.8403		 23.9017	
# 	12	222.8166		142.2216	
# 	13	331.1125		 88.0369	
# 	14	 97.6900		 61.6742	
# 	15	441.9227		135.8771	
# 	16	431.4083		268.8320	
# 	17	198.4082		122.9886	
# 	18	297.4339		280.1944	
# 	19	362.0417		142.3426	
# 	20	222.2746		 76.6185	
# 	21	273.3724		 18.9807	
# 	22	257.1631		 27.4438	
# 	23	234.2404		179.2957	
# 	24	347.6886		157.5336	
# 	25	287.6738		162.1101	
# 	26	119.5121		 93.2935	
# 	27	199.3820		113.0541	
# 	28	255.2933		123.8625	
# 	29	429.0309		179.0037	
# 	30	213.3387		298.6499	
# 	31	101.4272		136.2966	
# 	32	195.3889		228.1673	
# 	33	257.1913		206.4169	
# 	34	185.3894		 65.2269	
# 	35	 66.0900		 76.4115	
# 	36	178.1622		 20.5332	
# 	37	360.0151		 20.6185	
# 	38	 16.7830		 59.7883	
# 	39	100.0261		 79.3968	
# 	40	  6.5293		115.5731	
# 	41	307.2219		 29.5048	
# 	42	312.4774		 27.5610	
# 	43	395.9318		134.4108	
# 	44	253.9396		126.5154	
# 	45	361.3795		100.9690	
# 	46	146.7187		 34.4824	
# 	47	367.9905		 30.1348	
# 	48	 43.0680		209.1034	
# 	49	422.3184		 29.5820	
# 	50	132.0647		 39.0553	
# 	51	178.9534		170.4177	
# 	52	373.4233		128.5302	
# 	53	349.4854		119.1964	
# 	54	211.2236		135.7246	
# 	55	105.4228		 95.6552	
#Coord Urban center
# 	1	437.4221		 25.9530	
# 	2	284.4389		 42.7634	
# 	3	229.5383		 57.7936	
# 	4	 11.3206		153.6784	
# 	5	199.9845		201.5437	
# 	6	110.9413		289.7965	

#Parameters

param I:=	15;	#Raw material
3	10445.0117	53113.9414	13645.8418	59731.2188	23312.4336	44877.9297	4676.7856	17716.3555	37602.6094	20285.5000	26437.5645	5149.2324	12331.4131	48564.3047	28950.2168	29907.0879	10574.6602	9136.5381	8759.6855	15300.7686	28039.4160	25737.5684	2090.9690	5488.6914	654.2218	34226.1211	11774.8701	4483.3862	22435.5859	16985.1055	34185.5234	8813.0947	898.1609	23506.4141	57591.7578	37739.6836	33952.1797	84991.1562	43616.6172	79477.1406	25364.0371	26297.2305	16268.5977	4226.2021	14001.5898	40665.8438	32238.0703	56383.4844	44985.7578	43402.1406	10347.3848	12175.5391	9414.2412	7211.3740	38496.9375	
4	18141.5977	9077.2930	11017.5830	6452.8892	128567.0703	 18.3488	53517.8359	31556.4648	461.8752	18859.2617	60651.6289	24470.0801	74844.8047	10868.4219	140789.7812	143896.6250	18598.3828	66926.4219	87075.3516	31133.0137	62658.1641	53908.9531	28093.7637	78477.7109	48442.6875	7346.8965	19717.6758	36652.3867	130955.4062	40061.1992	1780.1136	20782.5918	37972.4219	23144.7070	7239.2715	32095.5977	105362.2891	12921.7861	7790.9419	5834.5742	74847.4219	77910.7656	108549.2578	35953.4492	89981.3906	22392.2949	107500.0156	2868.4934	143238.6406	19146.9434	12484.3799	94627.3594	81260.0625	21297.6230	5765.4634	
5	49892.8594	44359.3945	23071.5332	1297.6476	147283.3438	14545.2070	94287.7969	77568.7578	13045.5869	17441.8242	47870.5898	37722.6680	78479.6016	2143.7693	158457.2969	192014.3281	26750.0859	114074.2812	104093.1016	29206.9395	48780.7617	41552.6719	50222.6641	98621.5938	68033.4375	6516.8086	25599.1543	46533.0625	158245.5469	89217.6797	10404.6943	53165.2344	66986.4219	17595.3672	1072.8970	16021.3340	94189.1953	1589.4325	3225.5642	7121.5972	64311.2656	67066.3984	124643.3047	46410.9922	97417.8828	8698.3398	98740.7031	26755.8145	135809.8750	6116.6709	31077.0625	108757.9219	92590.5469	32737.2383	5103.0708	
6	9869.3906	36674.7422	1208.4622	22954.0996	49934.3906	19316.1523	21758.6191	25281.6426	13804.0840	2509.9062	15784.1660	591.7507	18175.7559	15497.3574	57335.9414	71993.1016	 50.2756	31941.1699	25613.4375	3102.6082	17054.5938	13236.4922	3560.0884	21886.5273	8355.6768	8155.4893	255.7049	2802.2637	53808.1250	28991.3223	10289.3379	9941.1357	9018.8896	4327.1191	21365.9727	12300.9990	36472.0195	39272.4727	12950.3213	38608.9102	20793.8496	22310.8340	37417.1367	2642.6409	25987.3965	12001.5791	37079.8906	31905.4199	58113.4727	13012.5234	2296.7881	29187.3418	21671.8281	123.7465	10532.9941	
7	62751.9922	127972.1250	39994.6016	77305.7344	23572.7617	89024.6250	56705.1406	89262.1641	76270.0625	26120.7754	3403.1353	25956.0781	4352.3672	55605.0703	25445.3125	71144.3906	27539.6367	67697.6562	15482.3506	14612.0322	3233.0186	5355.6567	33917.7305	18657.6660	21414.8594	49440.0469	25377.5625	15964.6455	34405.5625	90140.0078	65360.5469	60635.4648	39305.8945	22817.4316	72679.4219	23102.0352	894.1600	99620.1328	56242.2539	113471.5781	580.8582	342.3852	16947.6309	16716.2441	7200.2314	33800.3242	1497.0741	117395.8594	8551.7930	39525.4453	44866.3984	13206.2109	9807.1855	27060.0156	55915.9766	
8	34932.3281	47089.1914	10804.2441	5502.0840	98700.8359	16702.2383	65743.2109	61109.9648	12505.0020	4213.9507	22088.8438	18060.5000	43773.8672	916.8917	107598.4531	141676.1094	10709.9961	82756.4688	64577.2930	10104.9492	22816.7734	17837.7500	28658.6211	61040.6172	38976.5742	1945.4655	9493.3301	22375.0273	108907.5469	69755.5391	8095.6206	36781.4570	41950.0664	3836.8677	4243.5273	3622.3828	55858.3477	11913.3457	1535.1143	18497.0078	33443.0469	35463.0703	80353.3125	22426.4551	58301.0391	680.3871	59202.5664	32232.5312	88528.9219	154.6454	17462.0039	67720.8047	55035.5547	14775.9834	2523.4106	
9	4650.8311	35311.6719	4275.5107	37409.3516	39794.3242	25681.3789	9116.6777	14196.9639	20115.8301	10420.0361	24328.3965	1029.5480	17851.7578	29714.4805	46925.9219	50150.8750	3493.2354	16057.6641	18784.1133	9479.9648	25962.3906	22226.5137	 61.8428	14436.4463	3621.1096	18386.1406	4543.0850	3201.7029	40183.9844	15827.7656	17587.6660	4064.0903	1880.6641	13653.3486	35902.1055	26031.1270	40716.5430	57876.2891	25448.7578	52720.5234	26989.1660	28407.3867	29536.2207	2873.5906	22920.6445	26113.5742	40051.2656	35684.9180	58303.1562	27476.2090	2480.0002	23009.4238	17582.5625	1751.1790	21285.1602	
10	36746.8594	88705.4531	19781.1250	52656.0078	25213.4785	58154.7344	36355.5195	58760.0234	47964.6523	11753.3408	1865.8556	10253.7715	2480.9209	35986.2734	29021.9297	62617.0859	11370.0342	46751.4648	11680.3828	4391.8994	2241.5132	2264.2622	16068.3887	12347.6279	9584.9600	29023.4570	10128.4805	4587.8447	33244.9141	60444.2891	39772.8516	35343.9062	21134.4102	10401.8115	49115.3359	13834.5850	7176.8184	73238.7891	35329.7773	81511.9219	1598.2493	1973.1790	16713.3535	5000.0776	6828.2773	20667.3906	7660.0503	80679.9844	19409.0371	24753.5020	23035.4961	11541.9336	6881.6357	10913.4707	34095.0391	
11	7495.2217	29939.1094	297.9882	20137.8477	56514.5508	14892.1328	21500.1230	21745.8691	10192.8545	3232.6179	20533.3867	1223.2126	23211.7266	14281.5059	64539.8281	75877.7109	401.1080	31637.5625	30327.1367	5203.7563	21960.2031	17474.8613	3687.1873	25835.0957	10439.7275	6863.8926	860.0789	4802.3608	59657.1484	25802.3652	7493.3101	7821.6016	9205.2266	5603.9883	18889.2227	14377.9092	43882.7109	35725.4492	11401.6836	33497.7852	26454.3164	28169.5137	43304.8125	4542.9463	31618.5781	12840.0303	44509.0898	25748.3672	67149.2109	13317.4570	1002.7654	34547.7734	26541.2656	562.1885	8774.5244	
12	25016.7246	7793.6436	18615.9727	8445.3457	151562.9062	1003.6844	65518.6094	37708.3906	2827.7891	28190.5059	76633.0781	35219.2109	93174.5625	15607.1992	164893.2031	164812.4375	28242.6660	79532.9609	106230.3984	43108.9258	78826.6172	68935.9922	38821.0234	96474.2578	62726.9023	12796.5176	29611.5059	49715.3594	153452.2500	47234.6562	5311.9150	28225.2070	49565.0547	33111.7148	9786.6875	42484.2109	126731.9141	12810.5469	12330.5479	4033.0679	92858.1094	96276.1484	129903.2969	48883.7383	109890.7812	30614.1250	129168.5938	1477.9790	168198.8594	26395.9766	20043.1348	114734.9531	100101.1641	31471.3555	10318.8438	
13	53430.4375	62226.2500	22150.0547	6991.8027	121511.4219	25174.2539	90671.7031	84671.0000	21028.5527	11384.1973	28737.2773	31689.0312	58089.6250	2622.8889	130646.4609	174584.1250	21739.1133	110486.5703	84513.9609	18609.0820	29151.9707	24097.5176	45686.0664	81508.8672	57085.4375	7096.7656	19794.2109	36045.6484	134724.9062	95115.7812	15771.7188	55850.4062	62124.1953	9786.6943	5665.5488	5770.8237	66240.7109	9812.3867	4724.5269	20268.7773	42127.7695	44234.4531	101206.6328	36242.0625	74991.4375	2490.6641	70685.5234	42928.2656	102426.7812	1657.4478	31298.0195	87098.6562	72604.8203	27374.9648	7220.8789	
14	103468.9219	194767.1094	83794.6484	144488.8594	14448.8379	154070.4062	77911.4844	128408.7656	137277.5625	67922.6016	26310.4219	58972.2656	14902.1719	114672.7109	12939.6807	60736.6289	65639.9766	85119.7188	19570.2090	47783.6680	25825.1777	31310.2695	64536.0703	25717.8906	40942.0000	103952.8203	63282.0430	42244.7969	24550.4258	125023.3594	123602.9375	99294.4531	65137.7695	63660.5352	138303.2969	65475.9922	5482.5771	175499.9219	114812.9375	191445.4688	16132.8770	14803.6904	13998.9668	43275.9336	11452.6807	82698.5234	4422.1567	187716.6250	188.9644	91465.4688	86978.0938	14938.2100	16519.1016	62489.2305	113354.7109	
15	26258.9512	83432.1328	24961.2969	77758.3125	9463.6826	67885.2422	13240.9961	37127.6836	57932.5820	26411.9473	19335.2402	11288.1182	3943.5674	61314.5156	13038.0850	24479.8223	17753.0234	17724.3379	1181.9326	16831.0508	20436.3477	20333.8828	9738.3027	405.4448	1812.6394	47072.0508	18151.2402	6115.9482	10859.1211	35174.7891	51870.2852	23763.5352	8210.2627	27863.4219	74504.4844	39633.0547	17923.9883	105583.3906	57395.9727	105044.5156	15171.8594	15448.8252	4786.1875	6180.7349	3548.9307	46650.2969	16099.9102	84995.4375	23452.5098	51156.2109	22814.1680	2494.1841	1429.4561	14031.4189	52899.6602	
16	25499.0879	10184.5674	16902.0820	5989.5317	147640.6562	796.0892	65977.0156	39818.5078	2156.5181	24740.9395	70740.4844	33036.2070	88555.5312	12259.9707	160652.3125	164357.2188	25734.7031	80544.0391	102855.1484	39107.1953	72784.0938	63267.8867	37570.3633	93644.5312	60539.7266	10140.7246	26819.0605	46743.1875	150520.7500	49480.8398	4006.6584	28666.5234	48871.1172	29110.1133	7120.4316	37302.4453	119990.8906	10105.6865	9455.8418	2966.7507	86817.3984	90136.3125	126016.6016	45996.9258	105371.2812	26090.0879	122623.5859	2697.4858	161171.9375	22124.8809	19020.4922	110878.0938	96190.4531	29207.3262	7849.6826	
17	3964.5862	26834.6523	1054.9467	25569.0059	53493.7188	16081.3281	15194.3652	15140.6699	11610.2080	6737.7017	25584.5586	1243.8729	24250.4668	20100.4766	61588.2070	66605.8125	1724.3723	23818.5078	28256.8262	8428.8027	27228.1875	22573.2695	1730.4594	23239.6152	8520.0732	10815.5107	2652.7832	5231.1172	54797.4102	18343.5723	9620.6074	4065.6365	5583.4014	9936.4531	24463.4238	20996.1484	47773.3125	42847.9883	16322.1982	38055.9766	30702.6133	32433.8047	41113.4023	4862.7256	31573.9629	19249.5508	47816.6016	25202.4199	69670.0234	19723.6426	306.5820	32979.9648	25786.7168	1073.0114	12822.0859	
18	60522.8555	131993.5312	86584.9844	178203.6875	24424.8262	141672.2031	21927.7305	52060.0938	131287.5000	103786.3438	97587.5312	63606.5469	52336.5156	160463.4062	26899.2520	994.6183	80246.8281	15543.2832	27836.8848	88631.8125	99860.5469	100241.3594	49000.2656	25214.1992	36316.4375	132862.0312	83400.9688	57880.4766	14351.4873	43020.7656	128283.8906	55737.8320	35234.5625	109819.4688	175115.9375	136124.2812	80915.6250	220182.3750	150878.6719	205049.2031	85255.8750	85139.7422	27546.3203	57410.6484	42549.6758	144808.1562	74811.8750	150640.5312	72327.4531	150660.4062	74876.0703	31134.9785	37234.2852	70403.3594	140585.3750	
19	27151.5391	79280.1641	17517.9258	57951.9453	17578.5352	56176.7891	22394.2773	43893.0742	46467.9883	14275.8193	7466.0298	6953.7764	1424.9005	42127.4023	21579.7383	44222.7109	10207.6699	30260.8262	5399.2759	6618.2432	8222.6660	7879.8809	9408.0645	5095.8027	3229.0894	32040.9121	9780.4600	2138.1360	22452.4844	44196.7500	39561.2734	25404.3633	11704.4590	14372.8623	54691.9258	21716.9336	11171.4180	81264.9453	39931.2461	85067.4531	5972.4028	6398.5825	10375.8311	2356.2490	4039.2769	28048.1094	10684.4961	75593.3984	21320.6426	32062.5078	18301.2617	6179.0610	2814.2009	8407.0146	37214.6250	
20	184.0020	19536.3711	8739.8730	42134.9688	60149.7070	21138.8301	7158.0483	3022.6011	18037.2539	22489.6523	49086.3750	8812.9912	38734.3867	39220.4883	69049.3906	55965.4375	12027.2852	12222.7021	35190.5547	24955.1309	51394.9141	45656.8438	4188.1895	28163.5742	13086.1230	25522.4902	14307.4297	15161.8750	56429.1289	4602.4131	18538.0820	 25.1181	4237.0879	28181.6914	41712.2695	45374.1836	71331.3438	62585.0703	33012.6992	50224.0352	53282.3398	55255.4961	48979.1758	14437.3887	44158.1172	41863.3047	70040.2109	24441.1934	91727.6016	41778.3281	4221.9209	41748.4922	35935.7109	9580.5039	27269.3320	
[2,*,*]:1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	:=
1	24245.8262	11290.5303	14793.7305	4847.9053	141523.9531	587.0337	63616.0469	39239.1641	1503.4064	21707.5898	65501.3672	30102.1523	83218.2734	10244.8672	154196.3594	159791.7344	22934.2227	78229.1719	97737.1094	35330.2891	67457.0625	58305.1406	34938.1055	88948.9219	56845.6406	8193.3945	23874.3652	43061.0625	144826.8594	48725.6094	2901.2961	27278.3887	46230.5352	25764.4023	5792.6396	33490.1797	113324.9688	9336.1943	7634.0596	3082.1663	81095.5703	84306.7500	120263.6016	42370.4766	99726.7109	22952.4492	115955.9688	3453.0994	153644.3125	19276.6250	17140.9219	105402.1172	90969.1250	26370.9473	6154.1768	
2	429.5830	22434.7148	7152.0771	40750.9961	54654.2422	21669.1465	6663.5332	4653.3271	18007.7344	19289.5605	43024.3984	6412.0044	33346.1289	36747.2734	63146.8477	53496.1719	9525.5459	12078.6895	30666.8145	20947.5684	45188.4023	39906.1445	2525.3748	24232.9141	10184.4385	23494.4062	11546.2793	11813.1094	51785.0078	6196.6797	17844.6602	158.4908	2891.4482	24456.8945	40084.2969	40659.5859	63842.2656	61300.7422	30940.0625	50469.4297	46818.0625	48663.1289	43742.7461	11174.5918	38626.0586	37972.1562	62663.6094	26430.9863	83507.8906	38223.4844	3184.7087	36710.9727	31033.9258	7196.5942	25514.5000	
3	10445.0117	53113.9414	13645.8418	59731.2188	23312.4336	44877.9297	4676.7856	17716.3555	37602.6094	20285.5000	26437.5645	5149.2324	12331.4131	48564.3047	28950.2168	29907.0879	10574.6602	9136.5381	8759.6855	15300.7686	28039.4160	25737.5684	2090.9690	5488.6914	654.2218	34226.1211	11774.8701	4483.3862	22435.5859	16985.1055	34185.5234	8813.0947	898.1609	23506.4141	57591.7578	37739.6836	33952.1797	84991.1562	43616.6172	79477.1406	25364.0371	26297.2305	16268.5977	4226.2021	14001.5898	40665.8438	32238.0703	56383.4844	44985.7578	43402.1406	10347.3848	12175.5391	9414.2412	7211.3740	38496.9375	
4	18141.5977	9077.2930	11017.5830	6452.8892	128567.0703	 18.3488	53517.8359	31556.4648	461.8752	18859.2617	60651.6289	24470.0801	74844.8047	10868.4219	140789.7812	143896.6250	18598.3828	66926.4219	87075.3516	31133.0137	62658.1641	53908.9531	28093.7637	78477.7109	48442.6875	7346.8965	19717.6758	36652.3867	130955.4062	40061.1992	1780.1136	20782.5918	37972.4219	23144.7070	7239.2715	32095.5977	105362.2891	12921.7861	7790.9419	5834.5742	74847.4219	77910.7656	108549.2578	35953.4492	89981.3906	22392.2949	107500.0156	2868.4934	143238.6406	19146.9434	12484.3799	94627.3594	81260.0625	21297.6230	5765.4634	
5	49892.8594	44359.3945	23071.5332	1297.6476	147283.3438	14545.2070	94287.7969	77568.7578	13045.5869	17441.8242	47870.5898	37722.6680	78479.6016	2143.7693	158457.2969	192014.3281	26750.0859	114074.2812	104093.1016	29206.9395	48780.7617	41552.6719	50222.6641	98621.5938	68033.4375	6516.8086	25599.1543	46533.0625	158245.5469	89217.6797	10404.6943	53165.2344	66986.4219	17595.3672	1072.8970	16021.3340	94189.1953	1589.4325	3225.5642	7121.5972	64311.2656	67066.3984	124643.3047	46410.9922	97417.8828	8698.3398	98740.7031	26755.8145	135809.8750	6116.6709	31077.0625	108757.9219	92590.5469	32737.2383	5103.0708	
6	9869.3906	36674.7422	1208.4622	22954.0996	49934.3906	19316.1523	21758.6191	25281.6426	13804.0840	2509.9062	15784.1660	591.7507	18175.7559	15497.3574	57335.9414	71993.1016	 50.2756	31941.1699	25613.4375	3102.6082	17054.5938	13236.4922	3560.0884	21886.5273	8355.6768	8155.4893	255.7049	2802.2637	53808.1250	28991.3223	10289.3379	9941.1357	9018.8896	4327.1191	21365.9727	12300.9990	36472.0195	39272.4727	12950.3213	38608.9102	20793.8496	22310.8340	37417.1367	2642.6409	25987.3965	12001.5791	37079.8906	31905.4199	58113.4727	13012.5234	2296.7881	29187.3418	21671.8281	123.7465	10532.9941	
7	62751.9922	127972.1250	39994.6016	77305.7344	23572.7617	89024.6250	56705.1406	89262.1641	76270.0625	26120.7754	3403.1353	25956.0781	4352.3672	55605.0703	25445.3125	71144.3906	27539.6367	67697.6562	15482.3506	14612.0322	3233.0186	5355.6567	33917.7305	18657.6660	21414.8594	49440.0469	25377.5625	15964.6455	34405.5625	90140.0078	65360.5469	60635.4648	39305.8945	22817.4316	72679.4219	23102.0352	894.1600	99620.1328	56242.2539	113471.5781	580.8582	342.3852	16947.6309	16716.2441	7200.2314	33800.3242	1497.0741	117395.8594	8551.7930	39525.4453	44866.3984	13206.2109	9807.1855	27060.0156	55915.9766	
8	34932.3281	47089.1914	10804.2441	5502.0840	98700.8359	16702.2383	65743.2109	61109.9648	12505.0020	4213.9507	22088.8438	18060.5000	43773.8672	916.8917	107598.4531	141676.1094	10709.9961	82756.4688	64577.2930	10104.9492	22816.7734	17837.7500	28658.6211	61040.6172	38976.5742	1945.4655	9493.3301	22375.0273	108907.5469	69755.5391	8095.6206	36781.4570	41950.0664	3836.8677	4243.5273	3622.3828	55858.3477	11913.3457	1535.1143	18497.0078	33443.0469	35463.0703	80353.3125	22426.4551	58301.0391	680.3871	59202.5664	32232.5312	88528.9219	154.6454	17462.0039	67720.8047	55035.5547	14775.9834	2523.4106	
9	4650.8311	35311.6719	4275.5107	37409.3516	39794.3242	25681.3789	9116.6777	14196.9639	20115.8301	10420.0361	24328.3965	1029.5480	17851.7578	29714.4805	46925.9219	50150.8750	3493.2354	16057.6641	18784.1133	9479.9648	25962.3906	22226.5137	 61.8428	14436.4463	3621.1096	18386.1406	4543.0850	3201.7029	40183.9844	15827.7656	17587.6660	4064.0903	1880.6641	13653.3486	35902.1055	26031.1270	40716.5430	57876.2891	25448.7578	52720.5234	26989.1660	28407.3867	29536.2207	2873.5906	22920.6445	26113.5742	40051.2656	35684.9180	58303.1562	27476.2090	2480.0002	23009.4238	17582.5625	1751.1790	21285.1602	
10	36746.8594	88705.4531	19781.1250	52656.0078	25213.4785	58154.7344	36355.5195	58760.0234	47964.6523	11753.3408	1865.8556	10253.7715	2480.9209	35986.2734	29021.9297	62617.0859	11370.0342	46751.4648	11680.3828	4391.8994	2241.5132	2264.2622	16068.3887	12347.6279	9584.9600	29023.4570	10128.4805	4587.8447	33244.9141	60444.2891	39772.8516	35343.9062	21134.4102	10401.8115	49115.3359	13834.5850	7176.8184	73238.7891	35329.7773	81511.9219	1598.2493	1973.1790	16713.3535	5000.0776	6828.2773	20667.3906	7660.0503	80679.9844	19409.0371	24753.5020	23035.4961	11541.9336	6881.6357	10913.4707	34095.0391	
11	7495.2217	29939.1094	297.9882	20137.8477	56514.5508	14892.1328	21500.1230	21745.8691	10192.8545	3232.6179	20533.3867	1223.2126	23211.7266	14281.5059	64539.8281	75877.7109	401.1080	31637.5625	30327.1367	5203.7563	21960.2031	17474.8613	3687.1873	25835.0957	10439.7275	6863.8926	860.0789	4802.3608	59657.1484	25802.3652	7493.3101	7821.6016	9205.2266	5603.9883	18889.2227	14377.9092	43882.7109	35725.4492	11401.6836	33497.7852	26454.3164	28169.5137	43304.8125	4542.9463	31618.5781	12840.0303	44509.0898	25748.3672	67149.2109	13317.4570	1002.7654	34547.7734	26541.2656	562.1885	8774.5244	
12	25016.7246	7793.6436	18615.9727	8445.3457	151562.9062	1003.6844	65518.6094	37708.3906	2827.7891	28190.5059	76633.0781	35219.2109	93174.5625	15607.1992	164893.2031	164812.4375	28242.6660	79532.9609	106230.3984	43108.9258	78826.6172	68935.9922	38821.0234	96474.2578	62726.9023	12796.5176	29611.5059	49715.3594	153452.2500	47234.6562	5311.9150	28225.2070	49565.0547	33111.7148	9786.6875	42484.2109	126731.9141	12810.5469	12330.5479	4033.0679	92858.1094	96276.1484	129903.2969	48883.7383	109890.7812	30614.1250	129168.5938	1477.9790	168198.8594	26395.9766	20043.1348	114734.9531	100101.1641	31471.3555	10318.8438	
13	53430.4375	62226.2500	22150.0547	6991.8027	121511.4219	25174.2539	90671.7031	84671.0000	21028.5527	11384.1973	28737.2773	31689.0312	58089.6250	2622.8889	130646.4609	174584.1250	21739.1133	110486.5703	84513.9609	18609.0820	29151.9707	24097.5176	45686.0664	81508.8672	57085.4375	7096.7656	19794.2109	36045.6484	134724.9062	95115.7812	15771.7188	55850.4062	62124.1953	9786.6943	5665.5488	5770.8237	66240.7109	9812.3867	4724.5269	20268.7773	42127.7695	44234.4531	101206.6328	36242.0625	74991.4375	2490.6641	70685.5234	42928.2656	102426.7812	1657.4478	31298.0195	87098.6562	72604.8203	27374.9648	7220.8789	
14	103468.9219	194767.1094	83794.6484	144488.8594	14448.8379	154070.4062	77911.4844	128408.7656	137277.5625	67922.6016	26310.4219	58972.2656	14902.1719	114672.7109	12939.6807	60736.6289	65639.9766	85119.7188	19570.2090	47783.6680	25825.1777	31310.2695	64536.0703	25717.8906	40942.0000	103952.8203	63282.0430	42244.7969	24550.4258	125023.3594	123602.9375	99294.4531	65137.7695	63660.5352	138303.2969	65475.9922	5482.5771	175499.9219	114812.9375	191445.4688	16132.8770	14803.6904	13998.9668	43275.9336	11452.6807	82698.5234	4422.1567	187716.6250	188.9644	91465.4688	86978.0938	14938.2100	16519.1016	62489.2305	113354.7109	
15	26258.9512	83432.1328	24961.2969	77758.3125	9463.6826	67885.2422	13240.9961	37127.6836	57932.5820	26411.9473	19335.2402	11288.1182	3943.5674	61314.5156	13038.0850	24479.8223	17753.0234	17724.3379	1181.9326	16831.0508	20436.3477	20333.8828	9738.3027	405.4448	1812.6394	47072.0508	18151.2402	6115.9482	10859.1211	35174.7891	51870.2852	23763.5352	8210.2627	27863.4219	74504.4844	39633.0547	17923.9883	105583.3906	57395.9727	105044.5156	15171.8594	15448.8252	4786.1875	6180.7349	3548.9307	46650.2969	16099.9102	84995.4375	23452.5098	51156.2109	22814.1680	2494.1841	1429.4561	14031.4189	52899.6602	
16	25499.0879	10184.5674	16902.0820	5989.5317	147640.6562	796.0892	65977.0156	39818.5078	2156.5181	24740.9395	70740.4844	33036.2070	88555.5312	12259.9707	160652.3125	164357.2188	25734.7031	80544.0391	102855.1484	39107.1953	72784.0938	63267.8867	37570.3633	93644.5312	60539.7266	10140.7246	26819.0605	46743.1875	150520.7500	49480.8398	4006.6584	28666.5234	48871.1172	29110.1133	7120.4316	37302.4453	119990.8906	10105.6865	9455.8418	2966.7507	86817.3984	90136.3125	126016.6016	45996.9258	105371.2812	26090.0879	122623.5859	2697.4858	161171.9375	22124.8809	19020.4922	110878.0938	96190.4531	29207.3262	7849.6826	
17	3964.5862	26834.6523	1054.9467	25569.0059	53493.7188	16081.3281	15194.3652	15140.6699	11610.2080	6737.7017	25584.5586	1243.8729	24250.4668	20100.4766	61588.2070	66605.8125	1724.3723	23818.5078	28256.8262	8428.8027	27228.1875	22573.2695	1730.4594	23239.6152	8520.0732	10815.5107	2652.7832	5231.1172	54797.4102	18343.5723	9620.6074	4065.6365	5583.4014	9936.4531	24463.4238	20996.1484	47773.3125	42847.9883	16322.1982	38055.9766	30702.6133	32433.8047	41113.4023	4862.7256	31573.9629	19249.5508	47816.6016	25202.4199	69670.0234	19723.6426	306.5820	32979.9648	25786.7168	1073.0114	12822.0859	
